"","coder","date","newsnm","rptmm","rptdd","rptyy","evmm","evdd","evyy","days","eventid","stories","title","followup","who","what","where","against","purpose","whysm","page","section","paragrph","staten","state1","state2","state3","state4","cityn","city1","city2","neighn","neighbr","particd","particex","partices","groups","igrp1c1","igrp1c2","igrp2c1","igrp2c2","igrp3c1","igrp3c2","targd","targnum","targ1","targ2","ertarg1","ertarg2","smonamed","smonum","smoname1","smoname2","smoname3","smoname4","claim1","val1","claim2","val2","claim3","val3","claim4","val4","form1","form2","form3","form4","act1","act2","act3","act4","viold","violtype","counterd","police1","police2","police3","police4","arrestd","arrestex","arrestes","propdam","dollars","injury","deaths","d_eventid","flag_followup","injprot","injprot_est","injby","injby_est","injpol","injpol_est","injoth","injoth_est","dthprot","dthprot_est","dthby","dthby_est","dthpol","dthpol_est","dthoth","dthoth_est","agenda_code"
"3095","RACHEL ZAPP",2000-06-27,"NYT",5,13,1964,5,12,1964,1,6405059,1,"DICESE OPPOSES BIBLE AMENDMENT",0,"PROTESTANT EPISCOPAL LEADERS","HELD CONVENTION/TOOK VOTE ON REQUES TTO BE MADE TO SENATE","NYC","GOVT.","PROPOSED CONSTITUTIONAL AMENDMENTS PERMITTING PRAYER IN SCHOOLS TO SENATE","COLLECTIVE, CLAIMS MADE, PUBLIC",44,"3",15,1,"NY","","","",1,"NEW YORK","",1,"SYNOD HALL",1,900,NA,1,1800,1100,NA,NA,NA,NA,1,2,1,3,NA,NA,0,NA,"","","","",1351,1,NA,NA,NA,NA,NA,NA,98,NA,NA,NA,98,NA,NA,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3100
"12364","KRISTY",2001-04-23,"NYT",6,8,1976,6,7,1976,NA,7606031,1,"STUDENTS, ANGRY AT FAIR, WANT $1 BACK",0,"SCHOOL CHILDREN AND TEACHERS","LETTER WRITING CAMPAIGN","NEW YORK CITY, NY","CENTRAL PARK HISTORICAL SOCIETY","TO DEMAND MONEY BACK AFTER THE SHOW AND BOOKS THEY WERE PROMISED NEVER TOOK PLACE","COLLECTIVE, CLAIMS MADE, PUBLIC",37,"1",10,1,"NY","","","",1,"NEW YORK","",NA,"",0,NA,2,2,800,NA,100,NA,NA,NA,1,1,2,NA,NA,NA,0,NA,"","","","",1342,3,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,66,NA,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600
"6967","SANDY MYSKOWSKI",NA,"NYT",10,8,1968,5,17,1968,1,6810019,1,"9 WAR FOES BEGIN BALTIMORE TRIAL",0,"9 Roman Catholic anti-war demonstrators","poured blood on and burned draft files","in Baltimore","to protest the war and the draft","","collective with purpose",13,"1",21,1,"MD","","","",1,"BALTIMORE","",NA,"",1,9,NA,1,1100,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,0,NA,"","","","",711,1,723,1,NA,NA,NA,NA,5,NA,NA,NA,33,NA,NA,NA,1,3,0,1,1,0,0,0,9,NA,1,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1619
"7365","MELISSA BISHOP",NA,"NYT",3,16,1969,3,13,1969,1,6903066,1,"An Uneasy Calm (Greensboro)",0,"Negro students","clashed with police","in Greensboro, SC","'in support of cafeteria workers at North Carolina A&T University'","","Collective unconventional activity with specific claims",69,"1",14,1,"NC","","","",1,"GREENSBORO","",NA,"",0,NA,3,1,401,800,NA,NA,NA,NA,1,1,3,NA,NA,NA,0,NA,"","","","",1400,3,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,55,NA,NA,NA,1,3,0,1,1,1,1,NA,NA,NA,0,NA,1,0,"",NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,601
"1682","AMY MEYERTHOLEN",2000-10-30,"NYT",8,16,1962,8,15,1962,1,6208017,1,"RIOT FLARES IN BROOKLYN PROJECT; 8 PERSONS INJURED, 5 ARRESTED",0,"LARGE NEGRO GROUP","HELD A RIOT","FORT GREENE HOUSING PROJECT","THE WHITE POLICEMEN","THEY FELT THE WHITE POLICE WERE MISTREATING THEM","COLLECTIVE, CLAIMS MADE, PUBLIC",NA,"1",9,1,"NY","","","",1,"NEW YORK","",1,"BROOKLYN",1,700,NA,1,401,1500,NA,NA,NA,NA,1,1,1,NA,NA,NA,0,NA,"","","","",1518,1,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,55,59,NA,NA,1,1,0,1,1,1,0,0,5,NA,0,NA,1,0,"",NA,5,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"2843","TORY HERNANDEZ",2000-05-18,"NYT",1,29,1964,1,28,1964,1,6401024,1,"1000 URGE ROSLYN TO PERMIT PRAYERS AT COMMENCEMENT",0,"SCHOOL DISTRICT RESIDENTS","SIGNED PETITION","ROSLYN, NY","CITY/SCHOOL","TO HAVE PRAYER IN SCHOOL DURING COMMENCEMENT CEREMONY","COLLECTIVE, CLAIMS MADE, PUBLIC",35,"1",6,1,"NY","","","",1,"ROSLYN","",NA,"",1,1000,NA,1,1500,NA,NA,NA,NA,NA,1,2,3,1,NA,NA,0,NA,"","","","",1351,3,1342,3,NA,NA,NA,NA,9,NA,NA,NA,18,NA,NA,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3100
"478","CARISSA WONG",2001-06-18,"NYT",5,15,1960,5,14,1960,1,6005043,1,"CASTRO FOES FIGHT CUBANS IN PARADE",0,"CUBANS (APPROX. 100)","MARCHED, CARRYING A BLUE & WHITE STRIPED CUBAN FLAG & SHOUTING SLOGANS","NYC","FOREIGN GOVT.","PRO-CASTRO","COLLECTIVE, CLAIMS MADE, PUBLIC",3,"1",17,1,"NY","","","",1,"NEW YORK","",NA,"",0,NA,4,2,400,500,404,600,NA,NA,1,1,4,NA,NA,NA,0,NA,"","","","",2020,2,NA,NA,NA,NA,NA,NA,2,10,NA,NA,22,48,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1914
"19202","CARISSA WONG",2002-06-18,"NYT",3,9,1987,2,17,1987,26,8703016,2,"BLACKS MARCH IN MISSISSIPPI TO CONDEMN BIAS IN SCHOOLS",1,"ABOUT 500 BLACK STUDENTS","BOYCOTTED THE SENATOBIA SCHOOL DISTRICT","SENATOBIA","MISSISSIPPI SCHOOL SYSTEM AND SUPERINTENDENT","TO PROTEST DISCRIMINATION AGAINST BLACKS IN EMPLOYMENT","COLLECTIVE, CLAIMS MADE, PUBLIC",12,"A",10,1,"MS","","","",1,"SENATOBIA","",NA,"",0,NA,4,1,401,700,NA,NA,NA,NA,1,2,3,1,NA,NA,1,1,"NAACP","","","",1505,1,1342,3,NA,NA,NA,NA,14,NA,NA,NA,54,NA,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,"D-8702032",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"13091","BELINDA SICHULA",2001-09-09,"NYT",9,18,1977,9,17,1977,1,7709048,1,"GYM SITE CLEARING BEGINS AS PROTESTS CONTINUE",0,"PROTESTORS OF KENT STATE GYM CONTRUCTION","RALLY AT CONSTRUCTION SITE","KLENT STATE UNIVERSITY CONSTRUCTION SITE OF GYM","KENT STATE UNIVERSITY","PROTEST CONSTRUCTION OF GYM","COLLECTIVE, CLAIMS MADE, PUBLIC",26,"1",4,1,"OH","","","",1,"KENT","",1,"KENT STATE UNIVERSITY",1,25,NA,1,1800,NA,NA,NA,NA,NA,1,1,3,NA,NA,NA,0,NA,"","","","",1342,3,1400,3,NA,NA,NA,NA,1,NA,NA,NA,28,59,NA,NA,0,NA,0,1,0,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600
"14489","KRISTY KAPTUR",2001-03-28,"NYT",8,25,1979,8,24,1979,1,7908091,1,"U.S. COMMUNISTS MEET IN DETROIT AS PARTY TURNS 60",0,"COMMUNIST PARTY U.S.A.","ISSUED A STATEMENT","DETROIT, MI","","TO ATTACK RECENT REPORTS OF A RIFT BETWEEN BLACK AND JEWISH","COLLECTIVE, CLAIMS MADE, PUBLIC",6,"1",21,1,"MI","","","",1,"DETROIT","",NA,"",0,NA,3,1,1000,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,1,"COMMUNIST PARTY, U.S.A.","","","",1400,1,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,15,NA,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209
"7163","KIM ODONOGUE",NA,"NYT",1,12,1969,1,7,1969,NA,6901011,2,"Students Suing Columbia",0,"12 conservatively inclined students at Columbia Universit","Filed a lawsuit.","Columbia university","'Against Columbia's Board of Trustees, seeking removal of them claiming the school was pro-leftist in hiring teachers.'","","Collective, organized, seeks change.",36,"1",3,1,"NY","","","",1,"NEW YORK","",NA,"",1,12,NA,1,800,NA,NA,NA,NA,NA,1,1,3,NA,NA,NA,0,NA,"","","","",1342,3,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,98,NA,NA,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600
"14574","KRISTY",2001-02-03,"NYT",9,5,1979,8,NA,1979,NA,7909076,1,"14 INJURED IN IOWA FIGHTING OVER STRIKE BY GRAIN MILLERS",1,"UNION WORKERS","STRIKE","CLINTON, IOWA","CLINTON CORN PROCESSING COMPANY","LABOR DISPUTES","COLLECTIVE, CLAIMS MADE, PUBLIC",16,"A",4,1,"IA","","","",1,"CLINTON","",NA,"",0,NA,5,1,1200,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,1,1,"LOCAL NO. 6 OF THE AMERICAN FEDERATION OF GRAIN WORKERS","","","",1400,1,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,54,NA,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,504
"1474","MIKE SANDULAK",2060-08-22,"NYT",2,2,1962,2,1,1962,1,6202009,1,"10 TEST COLOR BARRIER",0,"GROUP OF PICKETERS","PICKETED","ATLANTA, GA","STATE GOVERNMENT","ANTI-SEGREGATION","COLLECTIVE, CLAIMS MADE, PUBLIC",20,"1",4,1,"GA","","","",1,"ATLANTA","",1,"STATE SENATE BUILDING",1,100,NA,1,1800,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,0,NA,".",".",".",".",1501,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,20,NA,NA,NA,0,NA,0,1,0,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"23026","WENKAI TAY",2005-04-26,"NYT",11,25,1994,11,21,1994,1,9411021,1,"IN LAWSUIT, 3 CHARGE RACISM AGAINST AVON POLICE OFFICIALS",0,"3 POLICE SERGENTS","FILED LAWSUIT","AVON, CONNECTICUT","AVON POLICE FORCE","TO ACCUSE POLICE FORCE OF RACISM","COLLECTIVE, CLAIMS MADE, PUBLIC",6,"B",12,1,"CT","","","",1,"HARTFORD","",1,"AVON",1,3,NA,1,100,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,0,NA,"","","","",2300,1,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,97,NA,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"8482","KAREN CALDWELL -",NA,"NYT",5,14,1970,5,6,1970,21,7005090,2,"1000 Leaders of High School Strike Plan",0,"High school students","took over a building and held a sit-in","at the New School for Social Research in NYC","'This was in protest of the Vietnam War.  '","","This was a collective, unconventional activity with specific claims",21,"1",15,1,"NY","","","",1,"NEW YORK","",NA,"",1,1000,NA,2,1800,800,800,NA,NA,NA,1,1,1,NA,NA,NA,1,1,"NEW YORK STRIKE COMMITTEE","","","",711,1,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,54,33,NA,NA,0,NA,0,1,1,0,0,0,19,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1619
"19459","J. HARTMAN",2003-05-18,"NYT",9,27,1987,NA,NA,1987,1,8709058,1,"PENNSYLVANIA ACTS ON CLUB EXCLUDING BLACKS",1,"ALTOONA SOCIAL CLUB","DENIED MEMBERSHIP TO A BLACK MAN","PA","A BLACK MAN","RACIAL CONFICLT","COLLECTIVE, CLAIMS MADE, PUBLIC",28,"1",11,1,"PA","","","",1,"ALTOONA","",NA,"",0,NA,2,1,451,NA,NA,NA,NA,NA,1,1,7,NA,401,NA,1,1,"BAVARIAN AID SOCIETY","","","",1501,2,NA,NA,NA,NA,NA,NA,98,NA,NA,NA,98,NA,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"21936","BELINDA SICHULA",2002-07-01,"NYT",5,1,1992,4,30,1992,1,9205011,2,"700 ARRESTED IN SAN FRANCISCO VIOLENCE",0,"RIOTERS","RIOT STORES LOOTED, CARS OVERTURNED, BLACKS RANDOMLY ATTACKED WHITES","ATLANTA, GA","GOVERNMENT (POLICE) AND WHITES","PROTEST RODNEY KING VERDICT","COLLECTIVE, CLAIMS MADE, PUBLIC",16,"A",41,1,"GA","","","",1,"ATLANTA","",NA,"",0,NA,5,1,1800,NA,NA,NA,NA,NA,1,2,1,7,430,NA,0,NA,"","","","",1518,1,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,61,62,45,55,1,4,0,1,1,1,1,NA,NA,NA,1,NA,1,0,"",NA,NA,NA,26,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"14064","STEPHANIE",2001-03-30,"NYT",4,3,1979,3,NA,1979,1,7904017,1,"POLICE JOBS SAVED IN VICTORY GARDENS",1,"TAX PAYERS","ALTERED BUDGET","VICTORY GARDENS","GOVT","OPPOSE HIGHER PROPERTY TAXES TO OFFSET LOSS OF MONEY IN FEDERAL AID","COLLECTIVE, CLAIMS MADE, PUBLIC",2,"B",3,1,"NJ","","","",1,"VICTORY GARDE","",NA,"",0,NA,4,1,1800,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,0,NA,"","","","",1306,2,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,99,NA,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107
"5662","APRIL DONALDSON",NA,"NYT",4,26,1967,4,25,1967,1,6704072,2,"PRAY-IN SUPPORTS DRIVE FOR HOUSING",0,"DEMONSTRATORS","PRAYED","LOUISVILLE, KY","CITY GOV.","PROTEST HOUSING ORDINANCE","collective, claims made, public",26,"1",15,1,"KY","","","",1,"LOUISVILLE","",NA,"",1,225,NA,3,800,NA,1100,NA,401,NA,1,1,1,NA,NA,NA,0,NA,"","","","",1331,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,21,NA,NA,NA,0,NA,1,0,NA,0,0,0,0,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1400
"12327","SAM",2000-05-17,"NYT",5,11,1976,5,10,1976,1,7605017,1,"PROTESTERS HALT WORK ON 63RD STREET SUBWAY",0,"RESIDENTS","SIT-IN","EAST 63RD STREET, NEW YORK","METROPOLITAN TRANSPORTATION AUTHORITY","STOP SUBWAY CONSTRUCTION","COLLECTIVE, CLAIMS MADE, PUBLIC",1,"1",16,1,"NY","","","",1,"NEW YORK","",1,"EAST 63RD STREET",1,36,NA,1,1500,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,0,NA,"","","","",1400,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,52,57,29,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1001
"2104","RACHEL ZAPP",2001-01-31,"NYT",5,15,1963,5,14,1963,1,6305103,1,"34 HELD IN RALEIGH AS NEGRO STUDENTS PICKET RESTAURANT",0,"22 NEGROES","INTEGRATED/DINED AT WHITE OWNED RESTAURANT","RALEIGH, NC","THE GOVERNMENT AND PRIVATE BUSINESS","DESEGREGATION","COLLECTIVE, CLAIMS MADE, PUBLIC",26,"1",9,1,"NC","","","",1,"RALEIGH","",1,"DOWNTOWN/GINOS RESTAURANT",1,22,NA,1,401,NA,NA,NA,NA,NA,1,2,1,2,NA,NA,0,NA,"","","","",1500,1,1501,1,NA,NA,NA,NA,98,NA,NA,NA,98,NA,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"21172","TODD",2002-08-03,"NYT",1,5,1991,7,NA,1990,1,9101012,1,"ARTS ENDOWMENT REVERSES A STAND",1,"FINDLEY, MILLER, HUGHES AND FLINT","SUED","D.C.","NATIONAL ENDOWMENTS FOR THE ARTS COUNCIL","FELT UNFAIR DENIAL OF GRANT DUE TO POLITICAL PRESSURE","COLLECTIVE, CLAIMS MADE, PUBLIC",9,"L",21,0,"","","","",0,"","",NA,"",1,4,NA,1,500,600,NA,NA,NA,NA,1,1,1,NA,NA,NA,0,NA,"","","","",1300,1,1340,1,NA,NA,NA,NA,18,NA,NA,NA,97,NA,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1300
"2247","SEAN CUNNINGHAM",2000-11-03,"NYT",7,16,1963,7,15,1963,1,6307005,1,"CROWD IN DETROIT PROTESTS SLAYING BY POLICE OFFICER",0,"300-400 DEMONSTRATORS","HAD A RIOT","STREEETS OF DETROIT","THE STATE/POLICE","TO PROTEST FATAL POLICE SHOOTING OF YOUTH","COLLECTIVE, CLAIMS MADE, PUBLIC",15,"1",3,1,"MI","","","",1,"DETROIT","",NA,"",1,350,NA,1,1800,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,0,NA,"","","","",1400,3,NA,NA,NA,NA,NA,NA,1,12,NA,NA,20,NA,NA,NA,0,NA,0,1,1,0,0,0,12,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1209
"20413","J. REAMER",2001-08-30,"NYT",8,13,1989,7,NA,1989,1,8908016,1,"t-shirt included in aids display leads to protests",1,"SMOS - STUDETN ORGANIZATIONS","circulated flyers and petitions","iowa","private group","against anti-homosexual t-shirts","COLLECTIVE, CLAIMS MADE, PUBLIC",43,"",11,1,"IA","","","",1,"IOWA CITY","",1,"university of iowa",0,NA,3,2,1800,500,1800,NA,NA,NA,1,1,2,NA,NA,NA,1,2,"UNIVERISTY OF IOWA WOMENS RESOURCE AND A","GAY PEOPLES UNION","","",1600,1,2525,2,NA,NA,NA,NA,9,NA,NA,NA,18,15,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202
"6455","NATASHA",NA,"NYT",3,10,1968,3,9,1968,NA,6803008,1,"Group in US Urges Tito to Free Imprisoned Writer",0,"Members of the Amnesty International of the U.S.A.","Members sent a letter to President Tito during the group's annual conference.","New York, NY.","Against President Tito to urge the release of Mihajlo Mihajlov, the imprisoned Yugoslav writer.","","This is collective action because a group of people acted out of a common interest.",67,"00",3,1,"NY","","","",1,"NEW YORK","",NA,"",0,NA,2,1,1800,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,"","","","",2300,1,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,18,NA,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"10556","KAREN CALDWELL",NA,"NYT",1,28,1973,1,27,1973,NA,7301077,1,"STUDENTS LOBBY ON AIR DISCOUNTS",0,"leaders of the National Student Lobby","started an intensive lobbying campaign for Congressional approval of legislation authorizing domestic airlines to continue discount fares for young travelers","Washington, DC","a Civil Aeronautics Board decision","","the decision prohibits the discounts for passengers 12 throuhg 21 years of age",59,"1",14,1,"DC","","","",1,"WASHINGTON","",NA,"",0,NA,6,3,800,NA,800,1800,1800,NA,1,1,2,NA,NA,NA,1,5,"NATIONAL STUDENT LOBBY","COALITION TO RETAIN AIR DISCOUNT FARES","NATIONAL ASSOCIATION OF RETIRED PERSONS","NATIONAL ASSOCIATION OF RETIRED FEDERAL EMPLOYEES",1305,2,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,40,66,NA,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101
"6693","SANDY M",NA,"NYT",5,12,1968,5,12,1968,1,6805048,1,"YOUTHS IN RAMPAGE OVER QUEENS DANCE",0,"500 TEENAGERS","stormed through the streest shouting and breaking windows","JAMAICA QUEENS","'BECAUSE çTHEY WERE NOT ALLOWED INTO A DANCE AT THE ESSEX SOCIAL CLUB OF çJAMAICA  '","","COLLECTIVE WITH PURPOSE",47,"1",5,1,"NY","","","",1,"QUEENS","",NA,"",1,500,NA,1,700,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,"","","","",1400,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,55,62,59,NA,1,6,0,1,1,0,0,0,9,NA,1,NA,1,0,"",NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99
"6125","APRIL DONALDSON",NA,"NYT",9,20,1967,9,19,1967,2,6709086,2,"HARTFORD POLICE SEIZE 36 YOUTHS",0,"YOUTHS","RIOT & MARCH","HARTFORD, CT","CITY GOVT.","PROTEST HOUSING ISSUES","COLLECTIVE, CLAIMS MADE, PUBLIC",33,"1",18,1,"CT","","","",1,"HARTFORD","",NA,"",0,NA,4,3,700,401,700,403,700,430,1,1,1,NA,NA,NA,0,NA,"","","","",1331,3,1505,1,NA,NA,NA,NA,12,2,NA,NA,55,62,22,NA,1,2,0,1,1,1,1,0,61,NA,1,NA,1,0,"",NA,5500,1,NA,NA,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1400
"10996","KAREN MATUSKA",NA,"NYT",10,9,1973,10,6,1973,4,7310025,1,"160 Hawaii Prison Inmates Continue Strike for",0,"prison convicts","slept in the recreation yard, refusing to return to cells or eat","Hawaii State Prison","'in protest of the confinement of 20 prisoners in maximum security unit   '","","unconventional collective action seeking change",41,"1",3,1,"HI","","","",1,"HONOLULU","",NA,"",1,160,NA,1,1700,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,0,NA,"","","","",2300,1,NA,NA,NA,NA,NA,NA,5,14,NA,NA,11,54,60,NA,0,NA,0,1,1,0,0,0,0,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"22617","MADISON BELL",2006-09-19,"NYT",9,24,1993,9,23,1993,1,9309062,1,"LOBBYISTS OF EVERY STRIPE TURNING TO THE GRASS ROOTS ON HEALTH CARE",0,"LOBBYISTS","SUPPORTED THEIR CAUSES","WASHINGTON DC","CHANGES IN GOVERNMENT, HEALTHCARE POLICY/""SIN TAXES""","MAKE AMERICAN VOTERS AWARE OF CHANGES","COLLECTIVE, CLAIMS MADE, PUBLIC",20,"A",25,1,"DC","","","",1,"WASHINGTON","",NA,"",0,NA,4,13,100,1000,1800,NA,NA,NA,1,1,1,NA,NA,NA,1,13,"ANHEUASER BUSCH","IWAC CORPORATION","MEDICAL REHABILITATION EDUCATION FOUNDATION","PLANNED PARENTHOOD",1338,2,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,40,9,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000
"12706","CARISSA WONG",2001-12-08,"NYT",3,8,1977,8,15,1976,1,7703026,1,"ACCUSATION AGAINST DOCTOR BRINGS PROTEST BY SPECTATORS AT HEARING",0,"PATIENTS OF DR. DEMARCO","MARCHED","ON THE STATE HOUSE- NJ","THE BOARD OF MEDICAL EXAMINERS","TO PROTEST THE SUSPENSION OF DR. DEMARCOS LICENSE","COLLECTIVE, CLAIMS MADE, PUBLIC",1,"NJ",14,1,"NJ","","","",1,"NEWARK","",NA,"",0,NA,2,1,400,NA,NA,NA,NA,NA,1,1,5,NA,NA,NA,0,NA,"","","","",1400,3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,22,NA,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321
"2976","YVETTE GASIOREK",2000-06-30,"NYT",4,12,1964,4,10,1964,1,6404016,1,"KLANSMAN RALLY AROUND BECKWITH",0,"KKK","CROSSES BURNED","JACKSON AREA","AFRICAN AMERICANS","BECAUSE A WHITE SUPREMACIST IS ON TRIAL","COLLECTIVE, CLAIMS MADE, PUBLIC",42,"1",18,1,"MS","","","",1,"JACKSON","",NA,"",0,NA,3,1,430,600,NA,NA,NA,NA,1,1,7,NA,401,NA,1,1,"KU KLUX KLAN","","","",2502,1,1500,2,NA,NA,NA,NA,10,NA,NA,NA,33,56,NA,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"13032","AMANDA STEVENSON",2002-03-12,"NYT",8,21,1977,1,NA,1977,3,7708046,1,"ROLE IN INMATES PROTEST BRINGS LIDDYS TRANSFER TO HIGH-SECURITY PRISON",0,"INMATES AT ALLENWOOD PRISON","HELD A HUNGER STRIKE LASTING 5 MEALS","ALLENWOOD PRISON","PRISON OFFICIALS","PRISONER RIGHTS","COLLECTIVE, CLAIMS MADE, PUBLIC",28,"1",9,1,"PA","","","",1,"ALLENWOOD","",1,"ALLENWOOD PRISON",0,NA,3,1,1700,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,0,NA,"","","","",1344,3,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,11,NA,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1205
